Name	Coefficient	Coefficient_std_error	Coefficient_P_value
tabula_muris.ESmuQ1.continuous.190730__Large_Intestine.large_intestine_goblet_cell	9.707999155314115e-09	1.8605030287132833e-08	0.30090677190122217
tabula_muris.ESmuQ1.continuous.190730__Mammary_Gland.endothelial_cell	1.6290291333642985e-08	3.2405615182286254e-08	0.30758772873439966
tabula_muris.ESmuQ1.continuous.190730__Large_Intestine.enterocyte_of_epithelium_of_large_intestine	9.115141313708076e-09	2.033497308751355e-08	0.3269865746884915
tabula_muris.ESmuQ1.continuous.190730__Pancreas.endothelial_cell	1.4905441819733792e-08	3.832924414469441e-08	0.34868279315325423
tabula_muris.ESmuQ1.continuous.190730__Pancreas.pancreatic_stellate_cell	9.561903277066701e-09	2.6617788635548397e-08	0.3597115871636751
tabula_muris.ESmuQ1.continuous.190730__Marrow.macrophage	8.949969836641283e-09	2.6131012456065294e-08	0.3659859100479611
tabula_muris.ESmuQ1.continuous.190730__Marrow.precursor_B_cell	6.615051959030891e-09	2.266655699697084e-08	0.3852037385911311
tabula_muris.ESmuQ1.continuous.190730__Liver.endothelial_cell_of_hepatic_sinusoid	6.9405299280874866e-09	2.3798028816537913e-08	0.3852797746925343
tabula_muris.ESmuQ1.continuous.190730__Thymus.leukocyte	4.823773820869539e-09	2.4512435128108384e-08	0.42199639003339523
tabula_muris.ESmuQ1.continuous.190730__Tongue.basal_cell_of_epidermis	2.678155551922614e-09	1.6663003658586625e-08	0.4361551341123307
tabula_muris.ESmuQ1.continuous.190730__Kidney.epithelial_cell_of_proximal_tubule	2.9034416858894983e-09	1.9455454972823183e-08	0.44068396243285646
tabula_muris.ESmuQ1.continuous.190730__Marrow.granulocytopoietic_cell	3.52411892353009e-09	2.4378001689146057e-08	0.44252857358650777
tabula_muris.ESmuQ1.continuous.190730__Bladder.bladder_urothelial_cell	2.289000252962998e-09	2.3538605803784398e-08	0.46126610972027293
tabula_muris.ESmuQ1.continuous.190730__Marrow.naive_B_cell	2.060155617543369e-09	2.4697758168687954e-08	0.4667609077464422
tabula_muris.ESmuQ1.continuous.190730__Liver.B_cell	2.089327120102903e-09	2.9929085210545637e-08	0.4721727406463944
tabula_muris.ESmuQ1.continuous.190730__Lung.leukocyte	1.6157074000121194e-09	2.713953792904533e-08	0.47626365464442266
tabula_muris.ESmuQ1.continuous.190730__Liver.hepatocyte	6.594651611492147e-10	1.180482369033946e-08	0.47772505837973434
tabula_muris.ESmuQ1.continuous.190730__Lung.B_cell	1.7807473173101535e-09	3.951982784593757e-08	0.4820299048135974
tabula_muris.ESmuQ1.continuous.190730__Marrow.immature_T_cell	6.021531156191535e-10	2.7089244565017298e-08	0.49113284406019564
tabula_muris.ESmuQ1.continuous.190730__Large_Intestine.Brush_cell_of_epithelium_proper_of_large_intestine	9.526747314315675e-10	6.233612285837464e-08	0.4939032551594385
tabula_muris.ESmuQ1.continuous.190730__Mammary_Gland.luminal_epithelial_cell_of_mammary_gland	2.801687008962566e-10	2.0284234947943182e-08	0.4944899284118677
tabula_muris.ESmuQ1.continuous.190730__Spleen.B_cell	5.882758469795823e-11	2.7625040348386832e-08	0.49915045217106274
tabula_muris.ESmuQ1.continuous.190730__Skin.stem_cell_of_epidermis	-2.288055141810292e-09	2.580531823886028e-08	0.53532633516744
tabula_muris.ESmuQ1.continuous.190730__Brain_Non-Myeloid.neuron	-1.0057021557526518e-09	1.0588045725152044e-08	0.5378365030336741
tabula_muris.ESmuQ1.continuous.190730__Limb_Muscle.endothelial_cell	-3.910723657749568e-09	2.7972933617430175e-08	0.555592512115389
tabula_muris.ESmuQ1.continuous.190730__Lung.monocyte	-4.180823448324315e-09	2.8991219651965615e-08	0.5573326730859459
tabula_muris.ESmuQ1.continuous.190730__Fat.endothelial_cell	-5.750974907614167e-09	2.8028166994166625e-08	0.5812864213135326
tabula_muris.ESmuQ1.continuous.190730__Thymus.immature_T_cell	-3.940361760396397e-09	1.718529919602685e-08	0.5906769825599458
tabula_muris.ESmuQ1.continuous.190730__Skin.keratinocyte_stem_cell	-6.320412857800512e-09	2.1887812947380176e-08	0.6136190162566209
tabula_muris.ESmuQ1.continuous.190730__Trachea.endothelial_cell	-1.14424238551385e-08	3.049594436749092e-08	0.6462483478100479
tabula_muris.ESmuQ1.continuous.190730__Brain_Non-Myeloid.Bergmann_glial_cell	-5.462948926863983e-09	1.3032917685624384e-08	0.6624523931686433
tabula_muris.ESmuQ1.continuous.190730__Tongue.keratinocyte	-5.724336784100467e-09	1.2920812477543205e-08	0.6711288004432743
tabula_muris.ESmuQ1.continuous.190730__Brain_Non-Myeloid.astrocyte	-6.499891527151471e-09	1.3314547182521895e-08	0.6872887157221237
tabula_muris.ESmuQ1.continuous.190730__Fat.B_cell	-1.2368427567470222e-08	2.463337715888799e-08	0.6922015369106738
tabula_muris.ESmuQ1.continuous.190730__Limb_Muscle.skeletal_muscle_satellite_cell	-9.173060170537072e-09	1.699633656814061e-08	0.7053008164651193
tabula_muris.ESmuQ1.continuous.190730__Kidney.endothelial_cell	-1.7813490161018766e-08	3.087783456475723e-08	0.7179972320238343
tabula_muris.ESmuQ1.continuous.190730__Heart.endocardial_cell	-1.6651930522883947e-08	2.7348557944069654e-08	0.7286972887650419
tabula_muris.ESmuQ1.continuous.190730__Skin.epidermal_cell	-1.354809194074607e-08	2.2145699332434215e-08	0.7296552903763552
tabula_muris.ESmuQ1.continuous.190730__Heart.endothelial_cell	-1.9811335456029888e-08	3.0315520161742494e-08	0.7432845256172489
tabula_muris.ESmuQ1.continuous.190730__Skin.basal_cell_of_epidermis	-1.5068236020633215e-08	2.2808369175065987e-08	0.7455800120205531
tabula_muris.ESmuQ1.continuous.190730__Marrow.immature_B_cell	-1.2248139350622288e-08	1.848354698921388e-08	0.7462229237931501
tabula_muris.ESmuQ1.continuous.190730__Spleen.T_cell	-1.3319437231598121e-08	1.8761276714885822e-08	0.7611302607076696
tabula_muris.ESmuQ1.continuous.190730__Lung.T_cell	-2.249611787671942e-08	2.8737611373733936e-08	0.7831309421808943
tabula_muris.ESmuQ1.continuous.190730__Brain_Non-Myeloid.oligodendrocyte_precursor_cell	-1.0639473655730495e-08	1.1142712980277308e-08	0.8301699112382902
tabula_muris.ESmuQ1.continuous.190730__Thymus.DN1_thymic_pro-T_cell	-2.6677170985865875e-08	2.6704311923136775e-08	0.8410986940594508
tabula_muris.ESmuQ1.continuous.190730__Fat.T_cell	-2.3461910571476195e-08	2.145092646279493e-08	0.862967269138724
tabula_muris.ESmuQ1.continuous.190730__Heart.myofibroblast_cell	-2.521926972499841e-08	1.9573183563769825e-08	0.9012071079011827
tabula_muris.ESmuQ1.continuous.190730__Lung.epithelial_cell_of_lung	-2.3642008881732152e-08	1.8136738859233816e-08	0.9038051819551316
tabula_muris.ESmuQ1.continuous.190730__Limb_Muscle.T_cell	-3.801559388205287e-08	2.9095996889753838e-08	0.9043184861004014
tabula_muris.ESmuQ1.continuous.190730__Limb_Muscle.B_cell	-3.184259230387868e-08	2.3733665120084644e-08	0.910147437206878
tabula_muris.ESmuQ1.continuous.190730__Spleen.macrophage	-2.417666855173721e-08	1.7599644353672067e-08	0.91523290892478
tabula_muris.ESmuQ1.continuous.190730__Brain_Myeloid.microglial_cell	-2.983436866831071e-08	2.133376702969393e-08	0.9190121518984775
tabula_muris.ESmuQ1.continuous.190730__Fat.myeloid_cell	-3.1707989688237055e-08	2.018877127456147e-08	0.9418593585982052
tabula_muris.ESmuQ1.continuous.190730__Liver.Kupffer_cell	-3.782885125587701e-08	2.404945159992734e-08	0.9421360842654191
tabula_muris.ESmuQ1.continuous.190730__Trachea.blood_cell	-2.9084409946767698e-08	1.811692721945321e-08	0.9457940324352131
tabula_muris.ESmuQ1.continuous.190730__Kidney.macrophage	-4.850278874295292e-08	2.912499841685957e-08	0.952076720485252
tabula_muris.ESmuQ1.continuous.190730__Marrow.mature_natural_killer_cell	-3.044723245743145e-08	1.7875732084495333e-08	0.9557414032539926
tabula_muris.ESmuQ1.continuous.190730__Limb_Muscle.mesenchymal_stem_cell	-2.621064340671567e-08	1.5363982206307572e-08	0.9559940803914401
tabula_muris.ESmuQ1.continuous.190730__Pancreas.leukocyte	-4.544377870740434e-08	2.5933497360989932e-08	0.9601405760745974
tabula_muris.ESmuQ1.continuous.190730__Lung.myeloid_cell	-4.756526170548878e-08	2.7100937805799538e-08	0.9603801780881527
tabula_muris.ESmuQ1.continuous.190730__Heart.unknown_cell_type	-3.6231292617833914e-08	2.0328049231749664e-08	0.9626522859025234
tabula_muris.ESmuQ1.continuous.190730__Marrow.basophil	-3.657267037396032e-08	2.028525210132373e-08	0.9642995469591871
tabula_muris.ESmuQ1.continuous.190730__Fat.unknown_cell_type	-3.798914817771618e-08	2.085441969623212e-08	0.9657448334783907
tabula_muris.ESmuQ1.continuous.190730__Limb_Muscle.lymphocyte	-5.2210284298974506e-08	2.807084866908697e-08	0.9685534712857706
tabula_muris.ESmuQ1.continuous.190730__Skin.leukocyte	-5.358078196677582e-08	2.8257430155752168e-08	0.9710309598000016
tabula_muris.ESmuQ1.continuous.190730__Fat.natural_killer_cell	-3.796349770486354e-08	1.917699504520738e-08	0.9761278595436084
tabula_muris.ESmuQ1.continuous.190730__Lung.natural_killer_cell	-3.924830772435058e-08	1.979906895146994e-08	0.9762788954741599
tabula_muris.ESmuQ1.continuous.190730__Marrow.granulocyte	-4.0131796136428215e-08	1.909595009418989e-08	0.982205255239731
tabula_muris.ESmuQ1.continuous.190730__Marrow.monocyte	-3.186194164668094e-08	1.510008837829568e-08	0.982572975787516
tabula_muris.ESmuQ1.continuous.190730__Trachea.epithelial_cell	-3.255373313517802e-08	1.5276172731685406e-08	0.9834559925801191
tabula_muris.ESmuQ1.continuous.190730__Brain_Myeloid.macrophage	-4.613695021306368e-08	2.1567964273892243e-08	0.9837879375887606
tabula_muris.ESmuQ1.continuous.190730__Brain_Non-Myeloid.endothelial_cell	-4.9263608947904186e-08	2.295424338295694e-08	0.9840701179571951
tabula_muris.ESmuQ1.continuous.190730__Liver.natural_killer_cell	-5.017975244102855e-08	2.2183391035637396e-08	0.9881525821269003
tabula_muris.ESmuQ1.continuous.190730__Mammary_Gland.basal_cell	-4.408990161356542e-08	1.8870328142824315e-08	0.9902665458430306
tabula_muris.ESmuQ1.continuous.190730__Marrow.immature_natural_killer_cell	-3.9258604504392987e-08	1.6798088428725307e-08	0.9902826856963896
tabula_muris.ESmuQ1.continuous.190730__Heart.erythrocyte	-2.0847195602438718e-08	8.791136850907871e-09	0.9911392893687617
tabula_muris.ESmuQ1.continuous.190730__Marrow.regulatory_T_cell	-7.251476514328029e-08	3.0393647629817e-08	0.9914802119184705
tabula_muris.ESmuQ1.continuous.190730__Marrow.B_cell	-4.642652280529911e-08	1.9424244326358192e-08	0.9915788584018075
tabula_muris.ESmuQ1.continuous.190730__Mammary_Gland.stromal_cell	-3.9220145285230576e-08	1.558418106388808e-08	0.9940764101823363
tabula_muris.ESmuQ1.continuous.190730__Kidney.leukocyte	-6.113725627663023e-08	2.3244839352018518e-08	0.9957325546385056
tabula_muris.ESmuQ1.continuous.190730__Heart.fibroblast	-4.2103523960111265e-08	1.5316357481109636e-08	0.9970104502791431
tabula_muris.ESmuQ1.continuous.190730__Marrow.immature_NK_T_cell	-4.647271205110319e-08	1.6483273485030293e-08	0.9975942197687853
tabula_muris.ESmuQ1.continuous.190730__Fat.mesenchymal_stem_cell_of_adipose	-4.124873242682051e-08	1.4436528848674001e-08	0.9978633359416633
tabula_muris.ESmuQ1.continuous.190730__Heart.leukocyte	-5.05895471035979e-08	1.7009557707856113e-08	0.9985311536493577
tabula_muris.ESmuQ1.continuous.190730__Lung.stromal_cell	-3.8024231762223536e-08	1.2240154864123607e-08	0.9990534683302622
tabula_muris.ESmuQ1.continuous.190730__Lung.classical_monocyte	-5.47104984411342e-08	1.7132272696923573e-08	0.9992970023258945
tabula_muris.ESmuQ1.continuous.190730__Bladder.bladder_cell	-4.785179778299597e-08	1.368419833752476e-08	0.99976462023033
tabula_muris.ESmuQ1.continuous.190730__Heart.professional_antigen_presenting_cell	-3.960849125242951e-08	1.132314372053869e-08	0.9997656298736712
tabula_muris.ESmuQ1.continuous.190730__Trachea.mesenchymal_cell	-4.7015976971526986e-08	1.2416196218800644e-08	0.9999236586709846
tabula_muris.ESmuQ1.continuous.190730__Limb_Muscle.macrophage	-7.125847816444212e-08	1.85678976893708e-08	0.9999379101868004
tabula_muris.ESmuQ1.continuous.190730__Lung.ciliated_columnar_cell_of_tracheobronchial_tree	-4.1566943900103237e-08	9.719677547371595e-09	0.9999905105291135
