Name	Coefficient	Coefficient_std_error	Coefficient_P_value
tabula_muris.ESmuQ2.continuous.190730__Lung.lung_endothelial_cell	2.7617592142154627e-10	5.464730838262129e-09	0.4798468813060083
tabula_muris.ESmuQ2.continuous.190730__Fat.endothelial_cell	1.417823451771178e-10	6.984426125002482e-09	0.4919021138491888
tabula_muris.ESmuQ2.continuous.190730__Liver.B_cell	1.7016779003084344e-10	8.793795570758717e-09	0.4922805927093028
tabula_muris.ESmuQ2.continuous.190730__Liver.Kupffer_cell	-7.313000061113304e-11	7.148604156264312e-09	0.5040810960733417
tabula_muris.ESmuQ2.continuous.190730__Pancreas.pancreatic_stellate_cell	-3.0237888766625896e-10	7.412620757718171e-09	0.5162693168338218
tabula_muris.ESmuQ2.continuous.190730__Marrow.monocyte	-5.596745444551224e-10	7.305449899346205e-09	0.5305333175586403
tabula_muris.ESmuQ2.continuous.190730__Marrow.B_cell	-9.591650202404457e-10	7.310158764858819e-09	0.5521953579459306
tabula_muris.ESmuQ2.continuous.190730__Fat.B_cell	-8.383380956058009e-10	6.006045394954315e-09	0.5555050174922823
tabula_muris.ESmuQ2.continuous.190730__Thymus.leukocyte	-2.1371016605859627e-09	6.905720755473627e-09	0.6215173387127584
tabula_muris.ESmuQ2.continuous.190730__Trachea.endothelial_cell	-2.2814696439797347e-09	7.29935384585105e-09	0.622691660798381
tabula_muris.ESmuQ2.continuous.190730__Marrow.naive_B_cell	-1.9404125642770488e-09	5.7706814548379555e-09	0.631660191544073
tabula_muris.ESmuQ2.continuous.190730__Marrow.mature_natural_killer_cell	-2.6483499285628636e-09	6.6467151053149846e-09	0.654848877494398
tabula_muris.ESmuQ2.continuous.190730__Spleen.B_cell	-2.5836104289822055e-09	5.464096891824614e-09	0.6818341689476114
tabula_muris.ESmuQ2.continuous.190730__Kidney.endothelial_cell	-2.891318025131502e-09	6.010663262986674e-09	0.6847529243323969
tabula_muris.ESmuQ2.continuous.190730__Mammary_Gland.endothelial_cell	-3.535464172887787e-09	6.944412798201141e-09	0.6946621445565505
tabula_muris.ESmuQ2.continuous.190730__Skin.stem_cell_of_epidermis	-2.921694063170493e-09	5.711080336700198e-09	0.6955287073668901
tabula_muris.ESmuQ2.continuous.190730__Large_Intestine.enterocyte_of_epithelium_of_large_intestine	-2.4985755251155163e-09	4.661101160740407e-09	0.7040374278830372
tabula_muris.ESmuQ2.continuous.190730__Spleen.T_cell	-2.1194691613165906e-09	3.848172023680598e-09	0.7091053445406184
tabula_muris.ESmuQ2.continuous.190730__Marrow.granulocyte_monocyte_progenitor_cell	-4.467210544429929e-09	6.7017323569081824e-09	0.7474783360678878
tabula_muris.ESmuQ2.continuous.190730__Large_Intestine.Brush_cell_of_epithelium_proper_of_large_intestine	-4.574623395942768e-09	6.62294071266498e-09	0.7551304645250361
tabula_muris.ESmuQ2.continuous.190730__Tongue.keratinocyte	-3.2629696071028815e-09	4.5647203558540755e-09	0.7626409591780221
tabula_muris.ESmuQ2.continuous.190730__Liver.natural_killer_cell	-5.715859169070487e-09	7.882193651005898e-09	0.7658233570715831
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.endothelial_cell	-5.216513602312595e-09	5.861832112952686e-09	0.8132433779470205
tabula_muris.ESmuQ2.continuous.190730__Skin.keratinocyte_stem_cell	-4.691057982966901e-09	5.1684203744406364e-09	0.8179654109171794
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.B_cell	-7.0232931229029456e-09	7.715129286639564e-09	0.8186750479518614
tabula_muris.ESmuQ2.continuous.190730__Liver.endothelial_cell_of_hepatic_sinusoid	-5.9437512077842694e-09	5.966267827914003e-09	0.8404298283936723
tabula_muris.ESmuQ2.continuous.190730__Liver.hepatocyte	-3.376753141435219e-09	3.2857236251189775e-09	0.847955588124172
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.astrocyte	-3.81705034392197e-09	3.5815483956292982e-09	0.8567326214398849
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.oligodendrocyte_precursor_cell	-3.5652397779141837e-09	3.295531345273747e-09	0.8603383301181611
tabula_muris.ESmuQ2.continuous.190730__Lung.monocyte	-9.023259401032833e-09	8.24327177675168e-09	0.8631586709608441
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.skeletal_muscle_satellite_cell	-4.523518011522466e-09	4.095184427050523e-09	0.8653323226337188
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.Bergmann_glial_cell	-3.920939539600107e-09	3.4030118342059184e-09	0.875379905523458
tabula_muris.ESmuQ2.continuous.190730__Lung.epithelial_cell_of_lung	-7.572365631732168e-09	6.518645818260962e-09	0.87731056730185
tabula_muris.ESmuQ2.continuous.190730__Tongue.basal_cell_of_epidermis	-4.654543764745518e-09	3.9806370177079685e-09	0.878857844511075
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.oligodendrocyte	-4.690358370961271e-09	3.808422466479315e-09	0.8909460809278855
tabula_muris.ESmuQ2.continuous.190730__Skin.epidermal_cell	-5.792827030762862e-09	4.668352994873757e-09	0.8926734222271299
tabula_muris.ESmuQ2.continuous.190730__Skin.basal_cell_of_epidermis	-6.863615574339964e-09	5.0405126031010195e-09	0.9133521297531828
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.T_cell	-1.2276388877489176e-08	8.907761584851254e-09	0.9159242341238472
tabula_muris.ESmuQ2.continuous.190730__Thymus.DN1_thymic_pro-T_cell	-9.80654730740887e-09	6.9035519350140115e-09	0.922270006803314
tabula_muris.ESmuQ2.continuous.190730__Marrow.granulocyte	-6.735140173152852e-09	4.702536439182271e-09	0.9239617989728769
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.neuron	-4.1838034456190015e-09	2.838607970052614e-09	0.9297447525466931
tabula_muris.ESmuQ2.continuous.190730__Heart.myofibroblast_cell	-8.08660986705937e-09	5.4525864803050875e-09	0.9309731269468656
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.lymphocyte	-9.545541462010562e-09	6.293528930607118e-09	0.9353317103257499
tabula_muris.ESmuQ2.continuous.190730__Fat.unknown_cell_type	-8.016616547964051e-09	5.085290253580255e-09	0.9425369119833602
tabula_muris.ESmuQ2.continuous.190730__Mammary_Gland.luminal_epithelial_cell_of_mammary_gland	-7.826832284287788e-09	4.767461726027828e-09	0.9496758692587293
tabula_muris.ESmuQ2.continuous.190730__Marrow.basophil	-1.0432437814860802e-08	6.334708217258064e-09	0.950207564886112
tabula_muris.ESmuQ2.continuous.190730__Marrow.regulatory_T_cell	-1.52712712966258e-08	8.999044515074244e-09	0.9551505431739321
tabula_muris.ESmuQ2.continuous.190730__Brain_Myeloid.macrophage	-9.324919508201254e-09	5.426436230793688e-09	0.9571403681472198
tabula_muris.ESmuQ2.continuous.190730__Heart.endothelial_cell	-8.968827745541772e-09	5.001520815878752e-09	0.9635311327303051
tabula_muris.ESmuQ2.continuous.190730__Heart.unknown_cell_type	-6.8944960168050225e-09	3.804135743193284e-09	0.9650353662438453
tabula_muris.ESmuQ2.continuous.190730__Lung.T_cell	-1.1023135725138494e-08	6.011984917776986e-09	0.9666378697768473
tabula_muris.ESmuQ2.continuous.190730__Marrow.macrophage	-1.0438100161992524e-08	5.466714866312635e-09	0.9718942116551587
tabula_muris.ESmuQ2.continuous.190730__Brain_Myeloid.microglial_cell	-1.1055637534488667e-08	5.573487893638786e-09	0.976350445457802
tabula_muris.ESmuQ2.continuous.190730__Marrow.immature_NK_T_cell	-8.54855929987291e-09	3.89237154042029e-09	0.9859624058656619
tabula_muris.ESmuQ2.continuous.190730__Fat.myeloid_cell	-1.1186008176468647e-08	4.9916085943438865e-09	0.98748575116574
tabula_muris.ESmuQ2.continuous.190730__Fat.T_cell	-1.0743652866499715e-08	4.649018220205608e-09	0.9895822166046709
tabula_muris.ESmuQ2.continuous.190730__Lung.natural_killer_cell	-1.1557875015090563e-08	4.9833939992886864e-09	0.9898100105165099
tabula_muris.ESmuQ2.continuous.190730__Fat.mesenchymal_stem_cell_of_adipose	-1.0313018533731822e-08	4.342700586560242e-09	0.9912206225157463
tabula_muris.ESmuQ2.continuous.190730__Mammary_Gland.basal_cell	-1.395689706171459e-08	5.744057633919968e-09	0.992446370250595
tabula_muris.ESmuQ2.continuous.190730__Heart.endocardial_cell	-1.3336872812059213e-08	5.4738225270286886e-09	0.9925845565321487
tabula_muris.ESmuQ2.continuous.190730__Heart.leukocyte	-1.0076384675784803e-08	4.027736526953126e-09	0.9938209197350245
tabula_muris.ESmuQ2.continuous.190730__Trachea.blood_cell	-1.114865981917459e-08	4.4275837562252675e-09	0.9940988487839966
tabula_muris.ESmuQ2.continuous.190730__Trachea.epithelial_cell	-1.152060954424761e-08	4.5440366458826425e-09	0.9943828471931465
tabula_muris.ESmuQ2.continuous.190730__Fat.natural_killer_cell	-1.1867330671885755e-08	4.618022431925607e-09	0.9949119363081268
tabula_muris.ESmuQ2.continuous.190730__Kidney.leukocyte	-1.6043617763249773e-08	6.12338516409082e-09	0.9956042456069614
tabula_muris.ESmuQ2.continuous.190730__Spleen.macrophage	-1.4086640316115283e-08	5.121009544936069e-09	0.9970270912152503
tabula_muris.ESmuQ2.continuous.190730__Kidney.macrophage	-2.1988601409309277e-08	7.831856158072027e-09	0.9975042742844933
tabula_muris.ESmuQ2.continuous.190730__Lung.stromal_cell	-1.0278842776099367e-08	3.6562240820126e-09	0.9975331219648643
tabula_muris.ESmuQ2.continuous.190730__Heart.erythrocyte	-6.621948362165921e-09	2.343039869839742e-09	0.9976449618477782
tabula_muris.ESmuQ2.continuous.190730__Bladder.bladder_cell	-1.1476475359995415e-08	3.972616191583885e-09	0.9980670159598679
tabula_muris.ESmuQ2.continuous.190730__Heart.professional_antigen_presenting_cell	-1.0805770926610729e-08	3.733934014741169e-09	0.9980977793967359
tabula_muris.ESmuQ2.continuous.190730__Marrow.immature_natural_killer_cell	-1.471763250177939e-08	5.050835452248703e-09	0.9982152823530892
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.mesenchymal_stem_cell	-1.128294325199231e-08	3.5584786926018545e-09	0.999239694524002
tabula_muris.ESmuQ2.continuous.190730__Heart.fibroblast	-1.3075587442226712e-08	3.798132243379408e-09	0.9997119631190534
tabula_muris.ESmuQ2.continuous.190730__Trachea.mesenchymal_cell	-1.2347379497234336e-08	3.534075573700934e-09	0.9997619078171478
tabula_muris.ESmuQ2.continuous.190730__Lung.classical_monocyte	-1.5254908925082643e-08	4.1271366429985605e-09	0.999890594166142
tabula_muris.ESmuQ2.continuous.190730__Lung.ciliated_columnar_cell_of_tracheobronchial_tree	-1.1762158829587857e-08	3.1045226337615e-09	0.9999242864672505
tabula_muris.ESmuQ2.continuous.190730__Pancreas.leukocyte	-2.1124484030128016e-08	5.415649879321601e-09	0.9999520300326395
tabula_muris.ESmuQ2.continuous.190730__Skin.leukocyte	-2.6449554878420546e-08	6.513454108050465e-09	0.9999755430777316
tabula_muris.ESmuQ2.continuous.190730__Mammary_Gland.stromal_cell	-1.585810130452119e-08	3.622468664040238e-09	0.9999940032394111
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.macrophage	-2.0031253000737865e-08	4.483435680497182e-09	0.9999960492481862
