Name	Coefficient	Coefficient_std_error	Coefficient_P_value
tabula_muris.ESmuQ2.continuous.190730__Marrow.Slamf1-negative_multipotent_progenitor_cell	5.0772769832724165e-09	5.318571344604384e-09	0.16988198172757718
tabula_muris.ESmuQ2.continuous.190730__Thymus.leukocyte	5.597693917158905e-09	6.1645647499290704e-09	0.18192757837307938
tabula_muris.ESmuQ2.continuous.190730__Mammary_Gland.endothelial_cell	7.1931411391132474e-09	8.585286290651629e-09	0.20105881715279655
tabula_muris.ESmuQ2.continuous.190730__Marrow.late_pro-B_cell	6.315581457102434e-09	7.555448692195959e-09	0.20160625529881998
tabula_muris.ESmuQ2.continuous.190730__Pancreas.endothelial_cell	7.79950712017774e-09	9.534527983118523e-09	0.206670711520216
tabula_muris.ESmuQ2.continuous.190730__Marrow.pre-natural_killer_cell	8.118187861951446e-09	1.0403760253884323e-08	0.21760337414764658
tabula_muris.ESmuQ2.continuous.190730__Large_Intestine.enteroendocrine_cell	4.687323129995977e-09	6.090028259093855e-09	0.22074729530345205
tabula_muris.ESmuQ2.continuous.190730__Lung.leukocyte	6.7458095890232415e-09	9.40403214520438e-09	0.23658475136194118
tabula_muris.ESmuQ2.continuous.190730__Marrow.immature_T_cell	7.146027888832997e-09	1.0344720962782009e-08	0.24484881825353133
tabula_muris.ESmuQ2.continuous.190730__Kidney.epithelial_cell_of_proximal_tubule	2.8590553456462176e-09	4.219462871654756e-09	0.24901663339552377
tabula_muris.ESmuQ2.continuous.190730__Large_Intestine.large_intestine_goblet_cell	3.1051794542250322e-09	4.589533140650144e-09	0.24933671164138033
tabula_muris.ESmuQ2.continuous.190730__Liver.hepatocyte	2.0931847067647735e-09	3.329231382939427e-09	0.2647632063132894
tabula_muris.ESmuQ2.continuous.190730__Bladder.bladder_urothelial_cell	3.834119553825623e-09	6.1012710506557324e-09	0.2648666305564199
tabula_muris.ESmuQ2.continuous.190730__Lung.natural_killer_cell	5.5055313729217845e-09	8.926044795752994e-09	0.2686852865703098
tabula_muris.ESmuQ2.continuous.190730__Kidney.kidney_collecting_duct_epithelial_cell	2.733274899573216e-09	5.498758762924009e-09	0.3095694034089544
tabula_muris.ESmuQ2.continuous.190730__Marrow.immature_B_cell	2.9441046063272187e-09	6.4934092585797584e-09	0.3251307646840392
tabula_muris.ESmuQ2.continuous.190730__Lung.unknown_cell_type	3.0777390517479247e-09	7.617631413202525e-09	0.3430959359176202
tabula_muris.ESmuQ2.continuous.190730__Marrow.precursor_B_cell	2.0733455981530876e-09	6.3283117056690275e-09	0.3715956682264835
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.endothelial_cell	1.53662219326184e-09	6.36412758046045e-09	0.40460296367689735
tabula_muris.ESmuQ2.continuous.190730__Marrow.granulocytopoietic_cell	1.8178218423986161e-09	7.891474141913688e-09	0.4089088826348249
tabula_muris.ESmuQ2.continuous.190730__Lung.epithelial_cell_of_lung	1.066497359289217e-09	5.541864891133502e-09	0.42369730572510256
tabula_muris.ESmuQ2.continuous.190730__Fat.endothelial_cell	1.0662514119267485e-09	5.893676553354494e-09	0.42821735263337707
tabula_muris.ESmuQ2.continuous.190730__Trachea.endothelial_cell	1.0973968248965925e-09	6.8522444952246906e-09	0.43638089030591964
tabula_muris.ESmuQ2.continuous.190730__Fat.B_cell	7.953929184840116e-10	5.210317439990717e-09	0.4393342734268583
tabula_muris.ESmuQ2.continuous.190730__Liver.endothelial_cell_of_hepatic_sinusoid	8.206470332885441e-10	7.402958869617753e-09	0.45586609217775526
tabula_muris.ESmuQ2.continuous.190730__Lung.B_cell	5.896487823630559e-10	9.193647210150531e-09	0.4744307508948003
tabula_muris.ESmuQ2.continuous.190730__Marrow.granulocyte_monocyte_progenitor_cell	3.159995221387213e-10	5.638138610084882e-09	0.4776522697712761
tabula_muris.ESmuQ2.continuous.190730__Marrow.naive_B_cell	2.1734078754842764e-10	4.2659317412533936e-09	0.4796834692618604
tabula_muris.ESmuQ2.continuous.190730__Heart.smooth_muscle_cell	1.8007384782578525e-10	6.39971588486156e-09	0.4887761278274736
tabula_muris.ESmuQ2.continuous.190730__Spleen.T_cell	-2.0995314027816617e-10	4.710937026701003e-09	0.51777384516167
tabula_muris.ESmuQ2.continuous.190730__Lung.lung_endothelial_cell	-3.0839259175691e-10	5.362136149274943e-09	0.5229317287413757
tabula_muris.ESmuQ2.continuous.190730__Heart.cardiac_muscle_cell	-3.7023899560761077e-10	4.921905121056368e-09	0.5299812384975103
tabula_muris.ESmuQ2.continuous.190730__Skin.stem_cell_of_epidermis	-4.849225107698192e-10	5.217228476036395e-09	0.537026921140291
tabula_muris.ESmuQ2.continuous.190730__Skin.epidermal_cell	-9.961862351990345e-10	5.83224267914953e-09	0.5678121270564778
tabula_muris.ESmuQ2.continuous.190730__Marrow.monocyte	-9.1041069806954e-10	5.295361911132134e-09	0.5682521697838888
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.skeletal_muscle_satellite_stem_cell	-9.368312621527278e-10	5.153206026586002e-09	0.5721285134493447
tabula_muris.ESmuQ2.continuous.190730__Liver.Kupffer_cell	-1.5949467810028162e-09	7.383959666080498e-09	0.5855067328529603
tabula_muris.ESmuQ2.continuous.190730__Marrow.immature_natural_killer_cell	-2.2162858936041576e-09	9.763922134518765e-09	0.5897831741245312
tabula_muris.ESmuQ2.continuous.190730__Marrow.macrophage	-1.5298253050550015e-09	4.80939916767731e-09	0.6247919434569631
tabula_muris.ESmuQ2.continuous.190730__Liver.B_cell	-1.8614233052099274e-09	5.764587092007932e-09	0.6266170168218517
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.astrocyte	-1.0463170715504201e-09	3.098580527667298e-09	0.6321964151213526
tabula_muris.ESmuQ2.continuous.190730__Marrow.B_cell	-2.488040465540229e-09	7.360373916386704e-09	0.6323303891714012
tabula_muris.ESmuQ2.continuous.190730__Large_Intestine.Brush_cell_of_epithelium_proper_of_large_intestine	-3.806753584479116e-09	9.837510985011006e-09	0.6506082309475043
tabula_muris.ESmuQ2.continuous.190730__Spleen.B_cell	-2.2203079643672094e-09	5.192692120659917e-09	0.6655227038843035
tabula_muris.ESmuQ2.continuous.190730__Marrow.basophil	-3.1591844175560875e-09	6.563724498461295e-09	0.6848518059988151
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.skeletal_muscle_satellite_cell	-2.2754915822241017e-09	3.947953327958373e-09	0.7178182733408408
tabula_muris.ESmuQ2.continuous.190730__Pancreas.pancreatic_stellate_cell	-3.911352379734364e-09	6.381478973816816e-09	0.7300362247134082
tabula_muris.ESmuQ2.continuous.190730__Marrow.mature_natural_killer_cell	-5.3238261585652115e-09	8.159735402000849e-09	0.7429448095070034
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.Bergmann_glial_cell	-2.416157480194749e-09	3.61330771702852e-09	0.7481511461395879
tabula_muris.ESmuQ2.continuous.190730__Fat.T_cell	-2.9864946014610834e-09	4.440501042362978e-09	0.7493857426022522
tabula_muris.ESmuQ2.continuous.190730__Marrow.immature_NK_T_cell	-5.170301174029228e-09	7.519080751018257e-09	0.7541552378343159
tabula_muris.ESmuQ2.continuous.190730__Spleen.macrophage	-5.037327700267007e-09	7.231897697327508e-09	0.7569555801758145
tabula_muris.ESmuQ2.continuous.190730__Skin.leukocyte	-7.155219076466839e-09	9.483135280216367e-09	0.7747316013425734
tabula_muris.ESmuQ2.continuous.190730__Skin.basal_cell_of_epidermis	-3.8712621747107225e-09	4.94345952904525e-09	0.7832181216599623
tabula_muris.ESmuQ2.continuous.190730__Tongue.basal_cell_of_epidermis	-3.3256637523394908e-09	4.225229791995771e-09	0.7843873228171425
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.oligodendrocyte_precursor_cell	-2.4187301678724043e-09	3.0215514588741928e-09	0.788287331374649
tabula_muris.ESmuQ2.continuous.190730__Tongue.keratinocyte	-3.1010162982341027e-09	3.5519488333967554e-09	0.8086811183089344
tabula_muris.ESmuQ2.continuous.190730__Heart.endocardial_cell	-4.47239013474061e-09	5.11848716374315e-09	0.8088787505524003
tabula_muris.ESmuQ2.continuous.190730__Fat.unknown_cell_type	-3.900391984760194e-09	4.267462171348584e-09	0.8196373635944836
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.T_cell	-7.945341914065456e-09	8.338868000856569e-09	0.8296563737423033
tabula_muris.ESmuQ2.continuous.190730__Mammary_Gland.luminal_epithelial_cell_of_mammary_gland	-4.261045639728682e-09	4.336981969679838e-09	0.8370709862725009
tabula_muris.ESmuQ2.continuous.190730__Skin.keratinocyte_stem_cell	-4.9790370759315056e-09	5.02206362656195e-09	0.8392627804240232
tabula_muris.ESmuQ2.continuous.190730__Fat.natural_killer_cell	-7.753082269469281e-09	7.745796676644292e-09	0.8415722334617608
tabula_muris.ESmuQ2.continuous.190730__Thymus.DN1_thymic_pro-T_cell	-8.220518957745644e-09	7.807783247531452e-09	0.8537978975737675
tabula_muris.ESmuQ2.continuous.190730__Marrow.granulocyte	-5.071255338053343e-09	4.8055498241748445e-09	0.8543539604148415
tabula_muris.ESmuQ2.continuous.190730__Large_Intestine.enterocyte_of_epithelium_of_large_intestine	-4.092613335953742e-09	3.556988037585051e-09	0.8750482798668433
tabula_muris.ESmuQ2.continuous.190730__Lung.T_cell	-8.124142301676021e-09	6.9147180096706865e-09	0.8799837977322744
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.endothelial_cell	-6.646272799709507e-09	5.632951149997288e-09	0.8809783716404422
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.neuron	-3.2796872678372787e-09	2.6251610080719907e-09	0.8942274426654775
tabula_muris.ESmuQ2.continuous.190730__Trachea.mesenchymal_cell	-4.591036620982024e-09	3.510944064231231e-09	0.9045015886575096
tabula_muris.ESmuQ2.continuous.190730__Trachea.blood_cell	-6.0132370815231865e-09	4.568561860084716e-09	0.9059500621613537
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.oligodendrocyte	-4.649617613020013e-09	3.3490601806163e-09	0.9174824770861432
tabula_muris.ESmuQ2.continuous.190730__Lung.myeloid_cell	-1.2307509628373287e-08	8.570159518568853e-09	0.9245114548610049
tabula_muris.ESmuQ2.continuous.190730__Heart.myofibroblast_cell	-7.91002735475888e-09	5.331181838436665e-09	0.931059541845758
tabula_muris.ESmuQ2.continuous.190730__Brain_Myeloid.macrophage	-7.87978257642426e-09	5.251223168238357e-09	0.9332654740593813
tabula_muris.ESmuQ2.continuous.190730__Kidney.endothelial_cell	-8.479126508415262e-09	5.3736724690678354e-09	0.9427058939096167
tabula_muris.ESmuQ2.continuous.190730__Heart.endothelial_cell	-8.012073594835181e-09	4.63772574499097e-09	0.9579688309185604
tabula_muris.ESmuQ2.continuous.190730__Lung.stromal_cell	-6.724408746844052e-09	3.859986588717521e-09	0.9592528516761855
tabula_muris.ESmuQ2.continuous.190730__Kidney.leukocyte	-1.1832075328886729e-08	6.697528458028825e-09	0.96135515138325
tabula_muris.ESmuQ2.continuous.190730__Fat.mesenchymal_stem_cell_of_adipose	-7.547191720462605e-09	3.873472056699321e-09	0.9743182729825132
tabula_muris.ESmuQ2.continuous.190730__Pancreas.leukocyte	-1.4190545086824275e-08	6.815003561231526e-09	0.9813402060834019
tabula_muris.ESmuQ2.continuous.190730__Trachea.epithelial_cell	-8.1046458578693e-09	3.873922682834711e-09	0.9817853553956707
tabula_muris.ESmuQ2.continuous.190730__Fat.myeloid_cell	-1.0262251616084617e-08	4.689516048285387e-09	0.9856775468430659
tabula_muris.ESmuQ2.continuous.190730__Lung.monocyte	-1.3802999141428679e-08	6.284578090435794e-09	0.9859657870434057
tabula_muris.ESmuQ2.continuous.190730__Heart.leukocyte	-9.822901884431685e-09	4.472144750247806e-09	0.9859706009366238
tabula_muris.ESmuQ2.continuous.190730__Liver.natural_killer_cell	-1.135095707690971e-08	5.095830853128831e-09	0.9870430218216594
tabula_muris.ESmuQ2.continuous.190730__Heart.unknown_cell_type	-1.1057632338608552e-08	4.75403715324386e-09	0.9899892765460311
tabula_muris.ESmuQ2.continuous.190730__Marrow.regulatory_T_cell	-1.7703458997709845e-08	7.2693414822917515e-09	0.9925614971923851
tabula_muris.ESmuQ2.continuous.190730__Heart.erythrocyte	-6.2892193455439405e-09	2.518539000244933e-09	0.9937405489236579
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.lymphocyte	-1.3730434466341535e-08	5.312460080827727e-09	0.995124999795108
tabula_muris.ESmuQ2.continuous.190730__Brain_Myeloid.microglial_cell	-1.2441317980981605e-08	4.545945622864491e-09	0.9968979461565294
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.mesenchymal_stem_cell	-9.95324767505388e-09	3.5456128793552033e-09	0.9975012968066067
tabula_muris.ESmuQ2.continuous.190730__Kidney.macrophage	-2.0866094380733528e-08	6.97134082761983e-09	0.9986193167848697
tabula_muris.ESmuQ2.continuous.190730__Mammary_Gland.basal_cell	-1.386454070897825e-08	4.446849069964433e-09	0.9990890754943218
tabula_muris.ESmuQ2.continuous.190730__Heart.professional_antigen_presenting_cell	-1.0715333322107451e-08	3.432499108032683e-09	0.9991010393832023
tabula_muris.ESmuQ2.continuous.190730__Lung.ciliated_columnar_cell_of_tracheobronchial_tree	-9.628368328657183e-09	2.663115282679995e-09	0.9998500886063227
tabula_muris.ESmuQ2.continuous.190730__Heart.fibroblast	-1.390678414834549e-08	3.79233458728192e-09	0.9998773306855389
tabula_muris.ESmuQ2.continuous.190730__Lung.classical_monocyte	-1.5071876999669675e-08	4.021323114234138e-09	0.9999108711595345
tabula_muris.ESmuQ2.continuous.190730__Bladder.bladder_cell	-1.353280194972194e-08	3.558405257219298e-09	0.9999285379692224
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.macrophage	-2.0284150399541097e-08	3.819905182075713e-09	0.9999999452231064
tabula_muris.ESmuQ2.continuous.190730__Mammary_Gland.stromal_cell	-1.8067297192647636e-08	3.3335604297613558e-09	0.999999970170449
