Name	Coefficient	Coefficient_std_error	Coefficient_P_value
tabula_muris.ESmuQ2.continuous.190730__Marrow.Slamf1-negative_multipotent_progenitor_cell	1.5432745609379745e-09	5.591459642196037e-09	0.39127185591737945
tabula_muris.ESmuQ2.continuous.190730__Skin.stem_cell_of_epidermis	1.1517029361541186e-09	5.7450667258526e-09	0.42055722991441685
tabula_muris.ESmuQ2.continuous.190730__Lung.lung_endothelial_cell	8.987711953828191e-10	5.883194422532858e-09	0.439290124272415
tabula_muris.ESmuQ2.continuous.190730__Heart.cardiac_muscle_cell	6.760270315596899e-10	5.242239237055568e-09	0.44869556617737955
tabula_muris.ESmuQ2.continuous.190730__Skin.epidermal_cell	2.754493630877461e-10	6.9482768445414e-09	0.48418894012215935
tabula_muris.ESmuQ2.continuous.190730__Fat.endothelial_cell	-1.1857802690171212e-10	6.483976020504857e-09	0.5072953927606507
tabula_muris.ESmuQ2.continuous.190730__Liver.endothelial_cell_of_hepatic_sinusoid	-2.965496390115045e-10	7.660005094891252e-09	0.5154408048046119
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.endothelial_cell	-4.3344876656583244e-10	6.96068156886245e-09	0.5248264982694117
tabula_muris.ESmuQ2.continuous.190730__Spleen.T_cell	-4.271008456030544e-10	5.0932757581060945e-09	0.5334144692158789
tabula_muris.ESmuQ2.continuous.190730__Lung.B_cell	-1.0192968689728844e-09	1.0674868056698899e-08	0.5380354618161646
tabula_muris.ESmuQ2.continuous.190730__Lung.epithelial_cell_of_lung	-6.458757254959534e-10	6.11994878938535e-09	0.5420247997082157
tabula_muris.ESmuQ2.continuous.190730__Heart.smooth_muscle_cell	-1.0060493211452584e-09	7.175392197836486e-09	0.5557522807299026
tabula_muris.ESmuQ2.continuous.190730__Kidney.kidney_collecting_duct_epithelial_cell	-8.274513931885491e-10	5.78638159852401e-09	0.5568548291898131
tabula_muris.ESmuQ2.continuous.190730__Fat.B_cell	-1.2629723297694795e-09	6.2644296125016086e-09	0.5798892287119004
tabula_muris.ESmuQ2.continuous.190730__Liver.Kupffer_cell	-1.5449533667204111e-09	7.519975478245066e-09	0.5813883910079417
tabula_muris.ESmuQ2.continuous.190730__Trachea.endothelial_cell	-2.3010778097547555e-09	7.164581008747144e-09	0.6259607682550936
tabula_muris.ESmuQ2.continuous.190730__Liver.B_cell	-1.916854716137316e-09	5.864580951467537e-09	0.6281103896914015
tabula_muris.ESmuQ2.continuous.190730__Large_Intestine.Brush_cell_of_epithelium_proper_of_large_intestine	-4.391818218048919e-09	1.2202862775117479e-08	0.640539283720712
tabula_muris.ESmuQ2.continuous.190730__Tongue.keratinocyte	-1.398943767339622e-09	3.7576561082710485e-09	0.6451621202379334
tabula_muris.ESmuQ2.continuous.190730__Marrow.B_cell	-3.533802523470569e-09	9.233901949934075e-09	0.6490284208593905
tabula_muris.ESmuQ2.continuous.190730__Marrow.immature_natural_killer_cell	-4.1321181690084374e-09	1.0250559435207444e-08	0.6565668916027113
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.skeletal_muscle_satellite_stem_cell	-2.4879921688841174e-09	5.458142410589937e-09	0.6757443539518933
tabula_muris.ESmuQ2.continuous.190730__Spleen.B_cell	-2.617162133208001e-09	5.523984079220461e-09	0.6821721791083079
tabula_muris.ESmuQ2.continuous.190730__Pancreas.pancreatic_stellate_cell	-4.2180910415562455e-09	6.680228342627184e-09	0.7361200261331482
tabula_muris.ESmuQ2.continuous.190730__Marrow.monocyte	-3.90217028339797e-09	5.4124351820936975e-09	0.7645341317175744
tabula_muris.ESmuQ2.continuous.190730__Skin.basal_cell_of_epidermis	-4.231098326456036e-09	5.636320243060815e-09	0.7735787277075714
tabula_muris.ESmuQ2.continuous.190730__Marrow.basophil	-7.011570052748966e-09	9.160494352906461e-09	0.7779874519267485
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.T_cell	-8.62542970144234e-09	9.735459127209325e-09	0.8121860586938496
tabula_muris.ESmuQ2.continuous.190730__Marrow.naive_B_cell	-4.377781787154659e-09	4.812184049976264e-09	0.8185171893373111
tabula_muris.ESmuQ2.continuous.190730__Marrow.immature_NK_T_cell	-6.019587001635469e-09	6.166410320059666e-09	0.835514797341301
tabula_muris.ESmuQ2.continuous.190730__Spleen.macrophage	-7.549688822393185e-09	7.61718170806551e-09	0.8391912390646272
tabula_muris.ESmuQ2.continuous.190730__Marrow.mature_natural_killer_cell	-8.073583028519842e-09	8.14293754178145e-09	0.8392750719304983
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.astrocyte	-3.2453096465711144e-09	3.245663918253759e-09	0.8413183329659122
tabula_muris.ESmuQ2.continuous.190730__Skin.leukocyte	-1.0425920898584348e-08	1.0344990670488531e-08	0.8432303106017157
tabula_muris.ESmuQ2.continuous.190730__Lung.T_cell	-7.988563831611621e-09	7.82339682694782e-09	0.846399294189754
tabula_muris.ESmuQ2.continuous.190730__Large_Intestine.enterocyte_of_epithelium_of_large_intestine	-4.043886361989426e-09	3.894009696080018e-09	0.8504787806669016
tabula_muris.ESmuQ2.continuous.190730__Heart.endocardial_cell	-6.684556340571174e-09	5.945932891858712e-09	0.8695408479153404
tabula_muris.ESmuQ2.continuous.190730__Fat.natural_killer_cell	-8.245995197323454e-09	7.283505886249989e-09	0.8712135615188861
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.oligodendrocyte_precursor_cell	-3.663212186016242e-09	3.1851464556643947e-09	0.8749470565954783
tabula_muris.ESmuQ2.continuous.190730__Marrow.macrophage	-5.553656728382142e-09	4.799873242563461e-09	0.8763724756483555
tabula_muris.ESmuQ2.continuous.190730__Liver.natural_killer_cell	-6.560785779070819e-09	5.611290355484141e-09	0.8788408058107988
tabula_muris.ESmuQ2.continuous.190730__Mammary_Gland.luminal_epithelial_cell_of_mammary_gland	-5.621119972756761e-09	4.778761475441004e-09	0.8802567596933943
tabula_muris.ESmuQ2.continuous.190730__Thymus.DN1_thymic_pro-T_cell	-9.9989005238682e-09	8.213825472385272e-09	0.8882598326953512
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.endothelial_cell	-7.772844097897184e-09	6.369408868566648e-09	0.8888319843190845
tabula_muris.ESmuQ2.continuous.190730__Heart.endothelial_cell	-6.894278709462949e-09	5.547387647036173e-09	0.8930287417549407
tabula_muris.ESmuQ2.continuous.190730__Skin.keratinocyte_stem_cell	-6.716353863419336e-09	5.312799077757169e-09	0.8969179455799209
tabula_muris.ESmuQ2.continuous.190730__Brain_Myeloid.macrophage	-8.982241222616304e-09	7.057590585769791e-09	0.8984388900990341
tabula_muris.ESmuQ2.continuous.190730__Fat.T_cell	-6.394385316287357e-09	4.924400322334345e-09	0.9029440074327062
tabula_muris.ESmuQ2.continuous.190730__Tongue.basal_cell_of_epidermis	-5.49345488693811e-09	4.1432238216437e-09	0.9075617663451875
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.skeletal_muscle_satellite_cell	-6.284650901336483e-09	4.276543301226805e-09	0.9291599610950787
tabula_muris.ESmuQ2.continuous.190730__Lung.myeloid_cell	-1.4112514420613425e-08	9.390513703567074e-09	0.9335608732052592
tabula_muris.ESmuQ2.continuous.190730__Kidney.endothelial_cell	-9.120717197469703e-09	5.845420466813239e-09	0.9406576731106213
tabula_muris.ESmuQ2.continuous.190730__Trachea.epithelial_cell	-6.875951337506849e-09	4.3797777901919884e-09	0.9417844817281532
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.Bergmann_glial_cell	-5.724203866250633e-09	3.573781945039683e-09	0.9453914108100255
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.neuron	-4.894072173196407e-09	3.054810280510299e-09	0.9454318259810426
tabula_muris.ESmuQ2.continuous.190730__Fat.unknown_cell_type	-7.394109412324949e-09	4.499288419060511e-09	0.9498494133695289
tabula_muris.ESmuQ2.continuous.190730__Trachea.mesenchymal_cell	-6.2399068700816135e-09	3.7646677768181055e-09	0.9512899814737628
tabula_muris.ESmuQ2.continuous.190730__Heart.unknown_cell_type	-9.553079749334165e-09	5.508925238712438e-09	0.9585506744264182
tabula_muris.ESmuQ2.continuous.190730__Marrow.granulocyte	-9.182088220735217e-09	5.198138475367715e-09	0.9613371722530765
tabula_muris.ESmuQ2.continuous.190730__Marrow.regulatory_T_cell	-1.7138746786669773e-08	9.034067478151417e-09	0.9710942168873203
tabula_muris.ESmuQ2.continuous.190730__Brain_Non-Myeloid.oligodendrocyte	-6.968903770688868e-09	3.6446189469512197e-09	0.9720688060973136
tabula_muris.ESmuQ2.continuous.190730__Heart.myofibroblast_cell	-1.0801594836746825e-08	5.560358279963773e-09	0.9739682123710245
tabula_muris.ESmuQ2.continuous.190730__Trachea.blood_cell	-8.787485903314838e-09	4.311976517123277e-09	0.9792212964583716
tabula_muris.ESmuQ2.continuous.190730__Kidney.leukocyte	-1.537559999402373e-08	7.531144752005118e-09	0.9794044853406694
tabula_muris.ESmuQ2.continuous.190730__Fat.myeloid_cell	-1.0782789844597352e-08	5.09415272813952e-09	0.9828573146104043
tabula_muris.ESmuQ2.continuous.190730__Fat.mesenchymal_stem_cell_of_adipose	-9.447255621371833e-09	4.371835048791933e-09	0.9846498571543709
tabula_muris.ESmuQ2.continuous.190730__Lung.stromal_cell	-8.663164656721077e-09	3.85618176382092e-09	0.9876660933254987
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.lymphocyte	-1.4389926803230693e-08	6.401077989750099e-09	0.9877134165565914
tabula_muris.ESmuQ2.continuous.190730__Pancreas.leukocyte	-1.8866815428530727e-08	7.78628653663341e-09	0.9923052864766931
tabula_muris.ESmuQ2.continuous.190730__Heart.leukocyte	-1.1651722238384295e-08	4.635640081551452e-09	0.9940231605830187
tabula_muris.ESmuQ2.continuous.190730__Heart.erythrocyte	-7.1429510224219e-09	2.7939643218079608e-09	0.9947144320096374
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.mesenchymal_stem_cell	-1.0408752113721369e-08	3.7598729639181975e-09	0.9971832021235069
tabula_muris.ESmuQ2.continuous.190730__Lung.monocyte	-2.0074444643994568e-08	6.887676859259641e-09	0.9982189631538653
tabula_muris.ESmuQ2.continuous.190730__Heart.professional_antigen_presenting_cell	-1.0516221313779688e-08	3.5967489927098386e-09	0.9982711377667943
tabula_muris.ESmuQ2.continuous.190730__Brain_Myeloid.microglial_cell	-1.3791537734145955e-08	4.655816505663038e-09	0.9984728366584809
tabula_muris.ESmuQ2.continuous.190730__Bladder.bladder_cell	-1.2596115519915018e-08	4.1452289636199145e-09	0.9988120012011907
tabula_muris.ESmuQ2.continuous.190730__Kidney.macrophage	-2.5048847540006694e-08	8.203783202977164e-09	0.9988684109282954
tabula_muris.ESmuQ2.continuous.190730__Heart.fibroblast	-1.2284706358639233e-08	3.9444540238537824e-09	0.9990784810790337
tabula_muris.ESmuQ2.continuous.190730__Mammary_Gland.basal_cell	-1.6036061646821942e-08	5.1292689495307624e-09	0.9991151468715381
tabula_muris.ESmuQ2.continuous.190730__Lung.classical_monocyte	-1.4058203499391183e-08	4.466754802978221e-09	0.9991760622599098
tabula_muris.ESmuQ2.continuous.190730__Lung.ciliated_columnar_cell_of_tracheobronchial_tree	-9.785757432690933e-09	3.0767645255918595e-09	0.9992649832398838
tabula_muris.ESmuQ2.continuous.190730__Limb_Muscle.macrophage	-2.501338559712973e-08	5.048683793429036e-09	0.9999996372998594
tabula_muris.ESmuQ2.continuous.190730__Mammary_Gland.stromal_cell	-1.9139157221042344e-08	3.756033433308685e-09	0.9999998261595803
