Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Tabula_Muris_Senis.ESmu190820__Skin.epidermal_cell	5.448702897874903e-09	6.731939173597231e-09	0.2091480463696666
Tabula_Muris_Senis.ESmu190820__Kidney.epithelial_cell_of_proximal_tubule	5.9475721182495554e-09	7.4271765844965485e-09	0.2116280419751061
Tabula_Muris_Senis.ESmu190820__Liver.hepatocyte	4.2910439631189705e-09	5.375070734129774e-09	0.21234146321312225
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.Bergmann_glial_cell	4.596657946789251e-09	5.905424437985434e-09	0.2181728286037768
Tabula_Muris_Senis.ESmu190820__Large_Intestine.secretory_cell	3.940674365590759e-09	5.552659741040341e-09	0.23894779108790226
Tabula_Muris_Senis.ESmu190820__Kidney.Kidney-new-24m-cluster	4.585138042216414e-09	6.474707970477226e-09	0.23942252735005454
Tabula_Muris_Senis.ESmu190820__Marrow.megakaryocyte-erythroid_progenitor_cell	8.384410089565935e-09	1.2661329210775272e-08	0.25391955618591977
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.oligodendrocyte_precursor_cell	2.9628949128431145e-09	4.594640422843775e-09	0.25950930396458005
Tabula_Muris_Senis.ESmu190820__Marrow.nan-marrow-needs-subclustering	3.7832815018347464e-09	5.868403420868831e-09	0.25956512586672065
Tabula_Muris_Senis.ESmu190820__Marrow.late_pro-B_cell	3.561082761030887e-09	6.867458754509131e-09	0.3020392206354986
Tabula_Muris_Senis.ESmu190820__Lung.macrophage	4.058286438629353e-09	8.11364092714574e-09	0.30847393033159476
Tabula_Muris_Senis.ESmu190820__Large_Intestine.large_intestine_goblet_cell	2.6212563336900334e-09	5.472901472778921e-09	0.31598643847811747
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.Il6_expressing_cells	3.0971726324925974e-09	6.672917297919929e-09	0.3212734650209851
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.nan	3.010350187056844e-09	6.985577880067902e-09	0.3332567663345932
Tabula_Muris_Senis.ESmu190820__Kidney.kidney_collecting_duct_principal_cell	5.7773998052071345e-09	1.4194390040068379e-08	0.3419966709434403
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.neuron	1.8736092538974847e-09	5.129216324809732e-09	0.35745053990360565
Tabula_Muris_Senis.ESmu190820__Kidney.kidney_collecting_duct_epithelial_cell	2.2541441250445022e-09	6.9868400263607426e-09	0.37348882350488033
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.medium_spiny_neuron	1.2929339352956177e-09	4.964001064053215e-09	0.39725368924859794
Tabula_Muris_Senis.ESmu190820__Heart.atrial_myocyte	1.1458740365176508e-09	5.012165251263783e-09	0.40958269623389876
Tabula_Muris_Senis.ESmu190820__Trachea.endothelial_cell	1.9594077208169866e-09	9.321283151358429e-09	0.4167526917533073
Tabula_Muris_Senis.ESmu190820__Brain_Myeloid.microglial_cell	1.239773824536799e-09	6.697699212071005e-09	0.42657356177604255
Tabula_Muris_Senis.ESmu190820__Pancreas.pancreatic_stellate_cell	8.764673779555337e-10	7.339299887900468e-09	0.45247086671478587
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.astrocyte	2.9951897682635937e-10	5.585784420459844e-09	0.47861830358405555
Tabula_Muris_Senis.ESmu190820__Liver.Kupffer_cell	2.6218973943707783e-10	5.688960386980019e-09	0.4816202700679894
Tabula_Muris_Senis.ESmu190820__Limb_Muscle.skeletal_muscle_satellite_cell	1.533865899479468e-10	5.651744779995076e-09	0.4891741599837299
Tabula_Muris_Senis.ESmu190820__Liver.T_cell	1.3131931428964313e-10	7.24775124767583e-09	0.4927721083897637
Tabula_Muris_Senis.ESmu190820__Trachea.mucus_secreting_cell	-2.6566964409089304e-10	1.0945744563382541e-08	0.5096819771107404
Tabula_Muris_Senis.ESmu190820__Lung.B_cell	-7.708863595503681e-10	6.401974749059226e-09	0.5479223355601083
Tabula_Muris_Senis.ESmu190820__Pancreas.leukocyte	-1.1224908331865054e-09	6.692335571994312e-09	0.5666012941290037
Tabula_Muris_Senis.ESmu190820__Skin.basal_cell_of_epidermis	-1.035826914099808e-09	5.598471204017305e-09	0.5733931695923187
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.brain_pericyte	-2.33801600610729e-09	8.756323972766698e-09	0.6052688269822798
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.interneuron	-1.5506932859585092e-09	5.199134001351149e-09	0.6172476035715928
Tabula_Muris_Senis.ESmu190820__Trachea.chondrocyte	-1.944089538047345e-09	6.3122447032856705e-09	0.6209539016020409
Tabula_Muris_Senis.ESmu190820__Marrow.granulocytopoietic_cell	-2.5963422962542107e-09	6.91670432815697e-09	0.6463083644451783
Tabula_Muris_Senis.ESmu190820__Kidney.B_cell	-3.07678310381006e-09	8.141299456673753e-09	0.6472560468357109
Tabula_Muris_Senis.ESmu190820__Fat.epithelial_cell	-1.9497785589469723e-09	4.1359901942328785e-09	0.6813287239661177
Tabula_Muris_Senis.ESmu190820__Fat.endothelial_cell	-4.190105888558853e-09	8.788423211375113e-09	0.6832390444253059
Tabula_Muris_Senis.ESmu190820__Marrow.Cd4+_macrophage	-2.6137156093673115e-09	5.3754846732632445e-09	0.6865975326734556
Tabula_Muris_Senis.ESmu190820__Limb_Muscle.endothelial_cell	-5.6113147538524514e-09	9.972367033691147e-09	0.7131757578118395
Tabula_Muris_Senis.ESmu190820__Trachea.smooth_muscle_cell_of_trachea	-3.3206868291378183e-09	5.7846308156008745e-09	0.7170341576789208
Tabula_Muris_Senis.ESmu190820__Thymus.endothelial_cell	-6.347257167732696e-09	1.0936819031231603e-08	0.719162980528143
Tabula_Muris_Senis.ESmu190820__Lung.endothelial_cell	-4.6956151776506305e-09	6.901711895307946e-09	0.7518601914565177
Tabula_Muris_Senis.ESmu190820__Liver.endothelial_cell_of_hepatic_sinusoid	-4.189949305353696e-09	6.116693976973049e-09	0.7533287581154837
Tabula_Muris_Senis.ESmu190820__Spleen.B_cell	-3.8319238103350664e-09	5.4706806476886164e-09	0.758176015437424
Tabula_Muris_Senis.ESmu190820__Pancreas.endothelial_cell	-5.265880487533766e-09	7.0711618211283795e-09	0.7717728637763226
Tabula_Muris_Senis.ESmu190820__Marrow.MPP_Fraction_C	-4.672260579166631e-09	6.157645351149572e-09	0.7760060894711631
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.macrophage	-5.448239569214294e-09	7.058815854638797e-09	0.7798938547041459
Tabula_Muris_Senis.ESmu190820__Marrow.early_pro-B_cell	-3.3974225396472804e-09	4.20491241567528e-09	0.7904446674266246
Tabula_Muris_Senis.ESmu190820__Spleen.NK_cell	-5.787879655075414e-09	6.621264216188389e-09	0.8089776658641836
Tabula_Muris_Senis.ESmu190820__Marrow.immature_B_cell	-6.175754287884189e-09	6.6824325180281115e-09	0.8223030657451573
Tabula_Muris_Senis.ESmu190820__Kidney.macrophage	-7.113375442341837e-09	7.5406341017333e-09	0.8272462742295743
Tabula_Muris_Senis.ESmu190820__Fat.mesenchymal_stem_cell_of_adipose	-3.920370642713691e-09	3.982624439600713e-09	0.8375328567147453
Tabula_Muris_Senis.ESmu190820__Trachea.macrophage	-8.154851418255016e-09	8.23910741039714e-09	0.8388576166516959
Tabula_Muris_Senis.ESmu190820__Marrow.MPP_Fraction_B	-6.018793528613711e-09	6.0238541557048865e-09	0.8411413815892763
Tabula_Muris_Senis.ESmu190820__Lung.lymphocyte	-6.833285305528317e-09	6.838813766238179e-09	0.841149059156415
Tabula_Muris_Senis.ESmu190820__Limb_Muscle.B_cell	-9.79645865746935e-09	9.18675065319011e-09	0.8568713820785115
Tabula_Muris_Senis.ESmu190820__Liver.B_cell	-8.088841198904387e-09	7.396386417629585e-09	0.8629393138858343
Tabula_Muris_Senis.ESmu190820__Limb_Muscle.mesenchymal_stem_cell	-6.019855803451106e-09	5.468203005539926e-09	0.864526371263678
Tabula_Muris_Senis.ESmu190820__Skin.keratinocyte_stem_cell	-6.9618698695886465e-09	6.138796721772016e-09	0.8716189328552946
Tabula_Muris_Senis.ESmu190820__Thymus.professional_antigen_presenting_cell	-7.194076978784974e-09	6.149135503418257e-09	0.8789860478758946
Tabula_Muris_Senis.ESmu190820__Bladder.bladder_urothelial_cell	-5.702650075225493e-09	4.777445187223265e-09	0.8836947020914852
Tabula_Muris_Senis.ESmu190820__Thymus.DN4_thymocyte	-6.9217002738483684e-09	5.314786546557749e-09	0.9036012314489441
Tabula_Muris_Senis.ESmu190820__Heart.valve_cell	-7.919380802441675e-09	5.83541691218662e-09	0.9126289967458936
Tabula_Muris_Senis.ESmu190820__Kidney.mesangial_cell	-9.29267560594655e-09	6.603094764459641e-09	0.9203339251849907
Tabula_Muris_Senis.ESmu190820__Fat.T_cell	-8.967595795378651e-09	6.115900439087143e-09	0.9287133946644112
Tabula_Muris_Senis.ESmu190820__Heart.endocardial_cell	-9.970012748250927e-09	6.5216122260702035e-09	0.9368386484716829
Tabula_Muris_Senis.ESmu190820__Spleen.T_cell	-9.851016830730663e-09	6.372445751764174e-09	0.9389328525860515
Tabula_Muris_Senis.ESmu190820__Trachea.T_cell	-9.231028924186767e-09	5.907559379259267e-09	0.9409241884401389
Tabula_Muris_Senis.ESmu190820__Kidney.T_cell	-1.0493087104168998e-08	6.683842224374496e-09	0.9417829555499948
Tabula_Muris_Senis.ESmu190820__Brain_Myeloid.macrophage	-9.563191409689408e-09	5.879097610547762e-09	0.9480935011365262
Tabula_Muris_Senis.ESmu190820__Lung.myeloid_cell	-8.377405105757642e-09	5.1161557963933645e-09	0.949230858941174
Tabula_Muris_Senis.ESmu190820__Lung.glial_cell	-1.200198253507652e-08	7.166948622441947e-09	0.9529965118029593
Tabula_Muris_Senis.ESmu190820__Fat.B_cell	-9.822935193370927e-09	5.815474570213922e-09	0.9544001477152015
Tabula_Muris_Senis.ESmu190820__Kidney.fenestrated_cell	-1.1413850339335192e-08	6.604031123468713e-09	0.9580341755545683
Tabula_Muris_Senis.ESmu190820__Marrow.NK_cell	-1.1357339925703565e-08	6.302861357538607e-09	0.9642221017926508
Tabula_Muris_Senis.ESmu190820__Heart.fibroblast_of_cardiac_tissue	-7.953464894980697e-09	4.250734966214049e-09	0.9693329987047904
Tabula_Muris_Senis.ESmu190820__Lung.T_cell	-1.1795954702465604e-08	6.197300013750202e-09	0.9715059602447058
Tabula_Muris_Senis.ESmu190820__Liver.NK_cell	-1.1125810029496786e-08	5.8026608160898095e-09	0.9724041158119683
Tabula_Muris_Senis.ESmu190820__Limb_Muscle.macrophage	-1.7489747238491015e-08	9.08828036309022e-09	0.9728495628038901
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.ependymal_cell	-9.562040519577217e-09	4.906902272135197e-09	0.9743338828158201
Tabula_Muris_Senis.ESmu190820__Trachea.fibroblast	-9.415753672493274e-09	4.269016672764976e-09	0.9862940766310354
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.endothelial_cell	-1.3392004589506086e-08	5.943530532410858e-09	0.9878769498169052
Tabula_Muris_Senis.ESmu190820__Lung.monocyte	-1.45194180435663e-08	6.422387913745323e-09	0.98811265084724
Tabula_Muris_Senis.ESmu190820__Lung.granulocyte	-1.268624646643682e-08	5.4883786071862515e-09	0.9895966662890575
Tabula_Muris_Senis.ESmu190820__Bladder.bladder_cell	-9.647558379346443e-09	4.122462920265187e-09	0.9903643603120019
Tabula_Muris_Senis.ESmu190820__Heart.leukocyte	-9.931573388337617e-09	4.211786555745383e-09	0.9908142151709595
Tabula_Muris_Senis.ESmu190820__Liver.neutrophil	-1.9991560381026985e-08	8.472472621038189e-09	0.9908524250055064
Tabula_Muris_Senis.ESmu190820__Liver.myeloid_leukocyte	-1.4480068924391267e-08	6.107390160268923e-09	0.9911278106711352
Tabula_Muris_Senis.ESmu190820__Fat.NK_cell	-1.5244950986529555e-08	6.31448308480844e-09	0.992116900611282
Tabula_Muris_Senis.ESmu190820__Heart.endothelial_cell_of_coronary_artery	-1.4646176613056215e-08	6.028870915256655e-09	0.9924368278621055
Tabula_Muris_Senis.ESmu190820__Trachea.ciliated_columnar_cell_of_tracheobronchial_tree	-1.4676506436017721e-08	5.9231563586066006e-09	0.993390581631291
Tabula_Muris_Senis.ESmu190820__Lung.stromal_cell	-1.2108973114519586e-08	4.788298602542422e-09	0.9942784404646745
Tabula_Muris_Senis.ESmu190820__Trachea.granulocyte	-1.5588407108146117e-08	6.007353368805152e-09	0.9952689079262267
Tabula_Muris_Senis.ESmu190820__Trachea.basal_epithelial_cell_of_tracheobronchial_tree	-1.3729087591259108e-08	5.208542348623754e-09	0.9958040179308074
Tabula_Muris_Senis.ESmu190820__Lung.epithelial_cell	-1.446564424345849e-08	5.119586082086233e-09	0.9976400207728335
Tabula_Muris_Senis.ESmu190820__Marrow.nan	-1.8020307025038486e-08	5.830218556972877e-09	0.9990020640116432
Tabula_Muris_Senis.ESmu190820__Lung.nan	-2.1535056179009358e-08	6.778020009664804e-09	0.9992564516576657
Tabula_Muris_Senis.ESmu190820__Limb_Muscle.T_cell	-2.0816399150415403e-08	6.319994313228018e-09	0.9995056752320818
Tabula_Muris_Senis.ESmu190820__Marrow.precursor_B_cell	-1.722270935998021e-08	5.211265574919141e-09	0.999524947808163
Tabula_Muris_Senis.ESmu190820__Marrow.granulocyte	-1.9391207516954142e-08	5.585973595063328e-09	0.9997411340796866
Tabula_Muris_Senis.ESmu190820__Fat.myeloid_cell	-1.517653761740031e-08	4.261565535533845e-09	0.9998154594419559
Tabula_Muris_Senis.ESmu190820__Spleen.granulocyte	-2.4275574074135693e-08	6.600123277031576e-09	0.999882487400385
