Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Tabula_Muris_Senis.ESmu190820__Kidney.kidney_loop_of_Henle_ascending_limb_epithelial_cell	3.483971141524761e-09	3.3955886020934103e-09	0.15243904319457913
Tabula_Muris_Senis.ESmu190820__Marrow.naive_B_cell	1.3755698872918452e-09	1.6426655056769528e-09	0.20118357623734734
Tabula_Muris_Senis.ESmu190820__Kidney.epithelial_cell_of_proximal_tubule	1.6069466336365858e-09	1.920765803766562e-09	0.2014037517611204
Tabula_Muris_Senis.ESmu190820__Kidney.kidney_collecting_duct_principal_cell	2.43729501975464e-09	3.3273183968503737e-09	0.23192857707873
Tabula_Muris_Senis.ESmu190820__Skin.epidermal_cell	1.4493646074430293e-09	1.9872402344481793e-09	0.23289826828956012
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.oligodendrocyte	1.198546733511543e-09	1.7435534499950658e-09	0.24591027366890067
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.neuronal_stem_cell	1.2983387893024351e-09	2.37725399877512e-09	0.2924811968224996
Tabula_Muris_Senis.ESmu190820__Marrow.MPP_Fraction_C	1.2258904824790113e-09	2.3603369655788942e-09	0.3017510381235916
Tabula_Muris_Senis.ESmu190820__Heart.smooth_muscle_cell	1.0347747237806071e-09	2.1647176291703655e-09	0.3163185764702958
Tabula_Muris_Senis.ESmu190820__Heart.ventricular_myocyte	7.331575807279206e-10	1.6345966128211867e-09	0.32688714410022157
Tabula_Muris_Senis.ESmu190820__Marrow.megakaryocyte-erythroid_progenitor_cell	1.5007098038124376e-09	3.6133262427204645e-09	0.33895148641359496
Tabula_Muris_Senis.ESmu190820__Marrow.nan-marrow-needs-subclustering	7.28084525580462e-10	1.8017740143506054e-09	0.34307211332599385
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.nan	6.942967491897477e-10	1.928531746281735e-09	0.3594186575593751
Tabula_Muris_Senis.ESmu190820__Limb_Muscle.skeletal_muscle_satellite_cell	6.410726300441343e-10	1.9189618404071024e-09	0.3691623761930863
Tabula_Muris_Senis.ESmu190820__Brain_Myeloid.microglial_cell	4.726276869711479e-10	1.988267532881845e-09	0.406053674454826
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.Il6_expressing_cells	4.233633511824834e-10	2.07248700419523e-09	0.41906815857055135
Tabula_Muris_Senis.ESmu190820__Skin.basal_cell_of_epidermis	3.2143090734446353e-10	1.7197953985296891e-09	0.42586925805355336
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.oligodendrocyte_precursor_cell	2.1355549324943958e-10	1.2505951291442124e-09	0.4322050248537994
Tabula_Muris_Senis.ESmu190820__Liver.T_cell	3.6766540846443815e-10	2.1626926170290756e-09	0.43250367494140163
Tabula_Muris_Senis.ESmu190820__Marrow.basophil	3.547296758644036e-10	2.6123512362375038e-09	0.44599387508198857
Tabula_Muris_Senis.ESmu190820__Pancreas.pancreatic_stellate_cell	2.698171306986704e-10	2.3343677460726943e-09	0.45399085564909325
Tabula_Muris_Senis.ESmu190820__Kidney.Kidney-new-24m-cluster	4.533284761509695e-11	1.6706284726257553e-09	0.48917594741535564
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.macrophage	3.015351932625191e-11	2.6082994664578096e-09	0.49538808868780787
Tabula_Muris_Senis.ESmu190820__Spleen.B_cell	-1.4334481786773341e-11	1.7945614198007886e-09	0.5031866114907139
Tabula_Muris_Senis.ESmu190820__Liver.B_cell	-2.5297517558851905e-11	2.423868939014689e-09	0.5041636187350683
Tabula_Muris_Senis.ESmu190820__Marrow.immature_B_cell	-3.486092477067807e-11	2.3214583601578626e-09	0.5059906196810575
Tabula_Muris_Senis.ESmu190820__Pancreas.leukocyte	-1.9780907461350255e-10	2.4180001925587347e-09	0.5325998613023115
Tabula_Muris_Senis.ESmu190820__Marrow.Cd4+_macrophage	-3.1280400909104165e-10	1.8546277324613961e-09	0.566968487599842
Tabula_Muris_Senis.ESmu190820__Fat.epithelial_cell	-2.646375593028682e-10	1.3097030694017554e-09	0.5800647796454507
Tabula_Muris_Senis.ESmu190820__Bladder.bladder_urothelial_cell	-2.795958636892344e-10	1.3694427570164494e-09	0.5808887417094419
Tabula_Muris_Senis.ESmu190820__Kidney.kidney_collecting_duct_epithelial_cell	-3.894991225176131e-10	1.7610522040147932e-09	0.5875215594123578
Tabula_Muris_Senis.ESmu190820__Skin.keratinocyte_stem_cell	-5.448364572202902e-10	2.4419804487853502e-09	0.588276040054688
Tabula_Muris_Senis.ESmu190820__Limb_Muscle.mesenchymal_stem_cell	-4.812066592005722e-10	2.119519038510199e-09	0.5898020401406432
Tabula_Muris_Senis.ESmu190820__Trachea.endothelial_cell	-7.163654630394848e-10	2.769599391058193e-09	0.6020485447328445
Tabula_Muris_Senis.ESmu190820__Trachea.chondrocyte	-5.418848390505359e-10	1.9666548323590834e-09	0.60854788777588
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.Bergmann_glial_cell	-4.744584374482288e-10	1.5507419106717314e-09	0.6201808393687551
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.neuron	-4.614099393812845e-10	1.411232890401495e-09	0.6281491171079253
Tabula_Muris_Senis.ESmu190820__Marrow.granulocytopoietic_cell	-7.497477440917684e-10	2.198020035327205e-09	0.6334863819600713
Tabula_Muris_Senis.ESmu190820__Fat.mesenchymal_stem_cell_of_adipose	-4.849562807767988e-10	1.277790918471516e-09	0.6478517577232701
Tabula_Muris_Senis.ESmu190820__Thymus.DN4_thymocyte	-6.840198439370984e-10	1.7164578453155457e-09	0.6548716166185085
Tabula_Muris_Senis.ESmu190820__Heart.atrial_myocyte	-7.111217391209404e-10	1.740554067918787e-09	0.6585689092138299
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.astrocyte	-6.226179162035746e-10	1.4903251909906028e-09	0.6619435245008621
Tabula_Muris_Senis.ESmu190820__Marrow.MPP_Fraction_B	-8.651117190236303e-10	1.9969058433011583e-09	0.6675747382278779
Tabula_Muris_Senis.ESmu190820__Fat.endothelial_cell	-1.1507891536130615e-09	2.402892340479215e-09	0.6840016299134548
Tabula_Muris_Senis.ESmu190820__Marrow.early_pro-B_cell	-6.757805317958423e-10	1.2760716894690969e-09	0.7017980066953224
Tabula_Muris_Senis.ESmu190820__Lung.lymphocyte	-1.073065420978357e-09	2.0191655847085572e-09	0.7024430562510775
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.medium_spiny_neuron	-7.763789076088866e-10	1.4221927821670835e-09	0.7074335955900054
Tabula_Muris_Senis.ESmu190820__Trachea.mucus_secreting_cell	-1.5246353926437012e-09	2.7790521385299676e-09	0.7083658595570329
Tabula_Muris_Senis.ESmu190820__Lung.endothelial_cell	-1.0746799750417967e-09	1.896222579159298e-09	0.7145572299232139
Tabula_Muris_Senis.ESmu190820__Thymus.endothelial_cell	-1.7156315193014848e-09	2.8835501923538047e-09	0.7240688939683693
Tabula_Muris_Senis.ESmu190820__Fat.T_cell	-1.2259682422496e-09	1.9318115267839397e-09	0.737162199101644
Tabula_Muris_Senis.ESmu190820__Trachea.T_cell	-1.2606219320759699e-09	1.9685000814469526e-09	0.7390427972580838
Tabula_Muris_Senis.ESmu190820__Liver.endothelial_cell_of_hepatic_sinusoid	-1.3964571941886603e-09	2.057633044280779e-09	0.7513270305524844
Tabula_Muris_Senis.ESmu190820__Thymus.professional_antigen_presenting_cell	-1.4987725592303291e-09	2.1343878847730135e-09	0.7587235640083507
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.brain_pericyte	-1.7069379010769855e-09	2.3992584217394366e-09	0.7615954154897983
Tabula_Muris_Senis.ESmu190820__Kidney.B_cell	-1.7178919576868583e-09	2.245143543345915e-09	0.7779115871291156
Tabula_Muris_Senis.ESmu190820__Pancreas.endothelial_cell	-1.755387213801006e-09	2.279442466349195e-09	0.7793782249231372
Tabula_Muris_Senis.ESmu190820__Lung.glial_cell	-2.1496806397408252e-09	2.589274917035423e-09	0.796794194490863
Tabula_Muris_Senis.ESmu190820__Trachea.smooth_muscle_cell_of_trachea	-1.7406196310239786e-09	1.935768146841179e-09	0.8157237541020868
Tabula_Muris_Senis.ESmu190820__Lung.B_cell	-1.7837050703499923e-09	1.9118495716658546e-09	0.824583185892343
Tabula_Muris_Senis.ESmu190820__Fat.B_cell	-1.8501724208469416e-09	1.885364660331769e-09	0.8367859663430661
Tabula_Muris_Senis.ESmu190820__Limb_Muscle.endothelial_cell	-2.390005394845643e-09	2.4350414415778765e-09	0.8368281195526316
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.interneuron	-1.5361792395057256e-09	1.5553187562835782e-09	0.8383487702010548
Tabula_Muris_Senis.ESmu190820__Lung.T_cell	-2.2330481434877713e-09	2.1307932861134e-09	0.852678186138621
Tabula_Muris_Senis.ESmu190820__Kidney.mesangial_cell	-2.5196157896284955e-09	2.3901059441413044e-09	0.8541010741155647
Tabula_Muris_Senis.ESmu190820__Spleen.T_cell	-2.338291050434734e-09	2.204138559876191e-09	0.8556241236124051
Tabula_Muris_Senis.ESmu190820__Limb_Muscle.B_cell	-2.7521740374101904e-09	2.4175394965485903e-09	0.8725273165103016
Tabula_Muris_Senis.ESmu190820__Heart.endocardial_cell	-2.323353957514767e-09	1.9870032800962776e-09	0.8788536445442207
Tabula_Muris_Senis.ESmu190820__Heart.fibroblast_of_cardiac_tissue	-1.5993681982802364e-09	1.3641545236602146e-09	0.8794866679731879
Tabula_Muris_Senis.ESmu190820__Spleen.NK_cell	-2.300146535387603e-09	1.902029981604411e-09	0.8867283831540329
Tabula_Muris_Senis.ESmu190820__Heart.leukocyte	-1.7188273393003143e-09	1.4056044822969067e-09	0.8893046579986033
Tabula_Muris_Senis.ESmu190820__Liver.NK_cell	-2.4686766198408716e-09	1.945686465060945e-09	0.8977428470039898
Tabula_Muris_Senis.ESmu190820__Trachea.macrophage	-2.7309392459376232e-09	2.1223909052359156e-09	0.9009053990419895
Tabula_Muris_Senis.ESmu190820__Kidney.macrophage	-3.6789632392745562e-09	2.527715122169898e-09	0.9272276530766915
Tabula_Muris_Senis.ESmu190820__Kidney.fenestrated_cell	-3.5037454591283254e-09	2.3797526262999406e-09	0.9295320810934538
Tabula_Muris_Senis.ESmu190820__Limb_Muscle.T_cell	-3.754481029356114e-09	2.42189132456073e-09	0.9394564647331447
Tabula_Muris_Senis.ESmu190820__Marrow.nan	-2.7771064947121345e-09	1.777353339391244e-09	0.9409143408070566
Tabula_Muris_Senis.ESmu190820__Heart.valve_cell	-3.0446690794186364e-09	1.911531671428585e-09	0.9443963775817467
Tabula_Muris_Senis.ESmu190820__Liver.myeloid_leukocyte	-4.006514554128518e-09	2.2750117667917475e-09	0.9608889380840964
Tabula_Muris_Senis.ESmu190820__Trachea.ciliated_columnar_cell_of_tracheobronchial_tree	-3.890953587008669e-09	2.1257488605173737e-09	0.9664043241816964
Tabula_Muris_Senis.ESmu190820__Lung.myeloid_cell	-3.2524113213808896e-09	1.710308303286516e-09	0.9713916719493757
Tabula_Muris_Senis.ESmu190820__Fat.NK_cell	-3.937357665314309e-09	2.0249458220644564e-09	0.9740779601949603
Tabula_Muris_Senis.ESmu190820__Lung.epithelial_cell	-3.2772343141331033e-09	1.599450963119932e-09	0.9797676981008995
Tabula_Muris_Senis.ESmu190820__Lung.nan	-4.439317841571381e-09	2.1621806613181108e-09	0.9799718049856873
Tabula_Muris_Senis.ESmu190820__Brain_Myeloid.macrophage	-4.384071717622021e-09	2.074470873732235e-09	0.9827143559232676
Tabula_Muris_Senis.ESmu190820__Marrow.precursor_B_cell	-3.772741828778432e-09	1.7664177611869605e-09	0.9836527584198782
Tabula_Muris_Senis.ESmu190820__Trachea.fibroblast	-2.963620428998363e-09	1.3745669462495102e-09	0.984459703780531
Tabula_Muris_Senis.ESmu190820__Lung.granulocyte	-3.726515225061922e-09	1.7184364487353395e-09	0.9849415646481913
Tabula_Muris_Senis.ESmu190820__Marrow.NK_cell	-4.299892683668023e-09	1.9742982204164565e-09	0.9852945522051426
Tabula_Muris_Senis.ESmu190820__Liver.neutrophil	-5.180910149026832e-09	2.341043586736399e-09	0.9865538376018756
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.endothelial_cell	-4.459211630142597e-09	1.9463302884481803e-09	0.9890208030001333
Tabula_Muris_Senis.ESmu190820__Trachea.granulocyte	-4.500068098434739e-09	1.943644021260272e-09	0.989701023948522
Tabula_Muris_Senis.ESmu190820__Limb_Muscle.macrophage	-6.255883371329602e-09	2.6869803292164356e-09	0.9900498076820105
Tabula_Muris_Senis.ESmu190820__Trachea.basal_epithelial_cell_of_tracheobronchial_tree	-3.6392155211545953e-09	1.560928673476058e-09	0.990134981863877
Tabula_Muris_Senis.ESmu190820__Marrow.granulocyte	-4.1610017502649134e-09	1.7711906730704041e-09	0.9905948214125008
Tabula_Muris_Senis.ESmu190820__Brain_Non-Myeloid.ependymal_cell	-3.546329447439749e-09	1.4666014355152398e-09	0.9921982361676539
Tabula_Muris_Senis.ESmu190820__Lung.stromal_cell	-4.009896279776401e-09	1.654393655963595e-09	0.992320174453224
Tabula_Muris_Senis.ESmu190820__Heart.endothelial_cell_of_coronary_artery	-4.920027220826512e-09	2.0121304785122026e-09	0.9927610668246493
Tabula_Muris_Senis.ESmu190820__Bladder.bladder_cell	-3.4288208134578907e-09	1.3856697266817117e-09	0.9933286038826762
Tabula_Muris_Senis.ESmu190820__Fat.myeloid_cell	-3.692861446287618e-09	1.4895259739147675e-09	0.9934164826636673
Tabula_Muris_Senis.ESmu190820__Kidney.T_cell	-5.656152447540043e-09	2.1214631511488377e-09	0.9961637998897098
Tabula_Muris_Senis.ESmu190820__Lung.monocyte	-6.352591374499385e-09	1.8292823994172743e-09	0.9997423967643018
Tabula_Muris_Senis.ESmu190820__Spleen.granulocyte	-8.421671326158873e-09	2.242721187320383e-09	0.9999133683306547
